CourseCode,CourseID,AcademicYear,Semester,CourseName,Period,Building,Classroom
1416025,310086,111,1,人工智慧與量子計算應用介紹,"三：5, 6",第二教學大樓,二教306(e)
1418004,310087,111,1,創業與財務概論,"三：5, 6",第二教學大樓,二教305(e)
1412019,310089,111,1,歷史名著選讀,"三：7, 8",第三教學大樓,三教301(e)
1410063,310096,111,1,台灣文學史,"四：3, 4",第三教學大樓,三教508(e)
1411001,310097,111,1,文化概論,"四：3, 4",第三教學大樓,三教303(e)
1411021,310098,111,1,生活美學,"四：3, 4",第三教學大樓,三教308(e)
1410043,310099,111,1,認識中國大陸,"四：3, 4",第三教學大樓,三教302(e)
1410210,310100,111,1,博雅講座(二),"四：3, 4",化學工程館,化工205
1415002,310101,111,1,社會學概論,"四：3, 4",第三教學大樓,三教509(e)
1415021,310102,111,1,親密關係,"四：3, 4",第三教學大樓,三教306(e)
1416009,310103,111,1,環境與自然保育,"四：3, 4",化學工程館,化工305
1418002,310104,111,1,創新思考,"四：3, 4",第三教學大樓,三教307(e)
1410082,310105,111,1,音樂欣賞,"四：7, 8",化學工程館,化工101
1410101,310106,111,1,藝術欣賞,"四：7, 8",第二教學大樓,二教204(e)
1412019,310107,111,1,歷史名著選讀,"四：7, 8",第二教學大樓,二教201(e)
1415017,310108,111,1,職場倫理,"四：7, 8",化學工程館,化工105
1410068,310109,111,1,人際關係,"四：7, 8",第三教學大樓,三教206(e)
1415016,310110,111,1,勞動影像與當代台灣社會,"四：7, 8",第三教學大樓,三教207(e)
1415021,310111,111,1,親密關係,"四：7, 8",第二教學大樓,二教305(e)
1416016,310112,111,1,營養、運動與健康,"四：7, 8",第一教學大樓,一教1F(e)
1418008,310113,111,1,創業之品牌管理與行銷,"四：7, 8",第二教學大樓,二教205(e)
1410081,310114,111,1,藝術概論,"五：3, 4",第二教學大樓,二教303(e)
1412018,310115,111,1,台灣歷史與文化,"五：3, 4",第二教學大樓,二教202(e)
1410053,310116,111,1,民法概要,"五：3, 4",第二教學大樓,二教205(e)
1410240,310117,111,1,勞動法,"五：3, 4",第三教學大樓,三教409(e)
1410072,310118,111,1,心理成長團體,"五：3, 4",第二教學大樓,二教302(e)
1415012,310119,111,1,媒體、企業與政治,"五：3, 4",第三教學大樓,三教411(e)
1416018,310120,111,1,健康促進與危急救護,"五：3, 4",第二教學大樓,二教204(e)
1418002,310121,111,1,創新思考,"五：3, 4",第二教學大樓,二教306(e)
1411009,310124,111,1,二十世紀中國現代文學與文化建構,"三：3, 4",化學工程館,化工205
1413005,310127,111,1,社會哲學,"三：7, 8",第三教學大樓,三教308(e)
1410196,310128,111,1,統計與生活,"三：7, 8",第三教學大樓,三教505(e)
14E1022,310133,111,1,基礎新聞英語(一),"一：3, 4",化學工程館,化工101
14E2078,310135,111,1,資訊科技英文(一),"一：3, 4",第三教學大樓,三教407(e)
14E1027,310141,111,1,基礎科技英文(一),"一：5, 6",第二教學大樓,二教304(e)
14E1018,310142,111,1,基礎英文閱讀與字彙(一),"一：5, 6",第二教學大樓,二教306(e)
14E2080,310143,111,1,創新創業英文(一),"一：5, 6",第二教學大樓,二教301(e)
14E2064,310144,111,1,專業英文-電資(一),"一：5, 6",第一教學大樓,一教301
14E2072,310145,111,1,國際時事英文(一),"一：5, 6",第二教學大樓,二教203(e)
14E2076,310146,111,1,科技與工程英文(一),"一：5, 6",第二教學大樓,二教206(e)
14E2078,310147,111,1,資訊科技英文(一),"一：5, 6",第二教學大樓,二教207(e)
14E2051,310148,111,1,旅遊產業英文,"一：5, 6",化學工程館,化工105
14E3060,310149,111,1,運動英文,"一：5, 6",化學工程館,化工203
14E3072,310150,111,1,進階專業英文- 電資(一),"一：5, 6",化學工程館,化工101
14E3085,310151,111,1,學術英文(一),"一：5, 6",第二教學大樓,二教303(e)
14E2056,310163,111,1,專業英文-工程(一),"四：3, 4",第三教學大樓,三教511(e)
14E1018,310164,111,1,基礎英文閱讀與字彙(一),"三：1, 2",第三教學大樓,三教208(e)
14E1029,310170,111,1,多媒體英文(一),"三：3, 4",第三教學大樓,三教209(e)
14E2051,310173,111,1,旅遊產業英文,"三：3, 4",第三教學大樓,三教402(e)
AB01026,310176,111,1,金融常識與職業道德,"四：A, B, C",第二教學大樓,二教304(e)
AB03057,310183,111,1,數位轉型研討,"五：8, 9",第三教學大樓,三教203(e)
AB03058,310187,111,1,雲端與物聯網安全,"四：9, A, B",第一教學大樓,一教301
1415009,310196,111,1,領導概論,"三：3, 4",化學工程館,化工105
1410082,310199,111,1,音樂欣賞,"四：1, 2",第二教學大樓,二教204(e)
AB02024,310201,111,1,財金時事選讀,"四：9, A, B",第二教學大樓,二教205(e)
14E3066,310205,111,1,進階專業英文-工程(一),"四：3, 4",第六教學大樓,六教226(e)
1418003,310228,111,1,創業概論,"四：3, 4",化學工程館,化工203
1418005,310229,111,1,新創事業與專利,"四：5, 6",第三教學大樓,三教209(e)
5925105,310262,111,1,電腦通訊網路,"二：8　三：8, 9",第三教學大樓,三教401(e)
5904377,310264,111,1,工控資訊安全技術,"五：2, 3, 4",第三教學大樓,三教501(e)
AAA0023,310271,111,1,AI 機器視覺結合深度學習實作,"四：3, 4",化學工程館,化工101
AAA0022,310272,111,1,職涯能力培訓課程,四：5,第二教學大樓,二教103(e)
6504587,310382,111,1,光機設計含實習,"五：A, B, C",第二教學大樓,二教202(e)
6505021,310385,111,1,光機設計及實習,"五：A, B, C",第一教學大樓,一教303(e)
1400029,310392,111,1,校外實習,,,
1400029,310393,111,1,校外實習,,,
1400029,310394,111,1,校外實習,,,
1400029,310427,111,1,校外實習,,,
3203105,310475,111,1,奈米材料與科技,"五：5, 6, 7",第三教學大樓,三教406(e)
1400038,310479,111,1,英文溝通與應用(一),"四：A, B, C",第二教學大樓,二教307(e)
14E0002,310480,111,1,多元英文,"一：B, C",第一教學大樓,一教1F(e)
1420003,310496,111,1,大腦裡的偵探：知覺、感覺與錯覺,"三：5, 6",第三教學大樓,三教508(e)
1420003,310497,111,1,發呆與睡眠,"一：7, 8",第三教學大樓,三教407(e)
1420003,310498,111,1,基礎程式設計,"二：A, B",第一教學大樓,一教1F(e)
1420004,310500,111,1,人工智慧導論,"四：A, B",第二教學大樓,二教203(e)
3605003,310544,111,1,專題研究,,,
1420003,310616,111,1,生物多樣性,"一：3, 4",第三教學大樓,三教503(e)
1420003,310620,111,1,環境、地理與心理,"五：5, 6",第三教學大樓,三教306(e)
C005006,310658,111,1,半導體機台基礎,"六：1, 2",第二教學大樓,二教201(e)
1418016,314873,111,1,社會責任與社會創新,六：1,億光大樓,億光0612
0199998,314904,111,1,臺灣通史（三）,,,
0199998,314905,111,1,司馬遷至劉知幾史學的發展,,,
0199998,314908,111,1,美洲史（一）：殖民時期,,,
6504576,314916,111,1,彈性工時學期校外實習,,,
6504118,314917,111,1,學期校外實習,,,
1400029,314947,111,1,校外實習,,,
5904346,314949,111,1,校外實務實習(一),,,
3104097,314951,111,1,學期校外實習,,,
1400029,314952,111,1,校外實習,,,
3601058,314960,111,1,實務校外實習(一),,,
